LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
51301,CAYUGA,MORAVIA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,29,20.30%,28,19.60%,57,39.90%,MIDDLE/HIGH,SCHOOL DISTRICT,68 S MAIN ST,MORAVIA,NY,13118,"68 S MAIN ST
MORAVIA, NY 13118
(42.70701232400046, -76.42085348599966)"
60301,CHAUTAUQUA,FREWSBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,31,12.90%,22,9.20%,53,22.10%,DISTRICT TOTAL,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
60301,CHAUTAUQUA,FREWSBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,31,12.90%,22,9.20%,53,22.10%,ELEMENTARY,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
60301,CHAUTAUQUA,FREWSBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
60401,CHAUTAUQUA,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,65,15.80%,102,24.80%,167,40.50%,DISTRICT TOTAL,SCHOOL DISTRICT,5935 RT 60,SINCLAIRVILLE,NY,14782,"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
60401,CHAUTAUQUA,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,41,16%,57,22.20%,98,38.10%,ELEMENTARY,SCHOOL DISTRICT,5935 RT 60,SINCLAIRVILLE,NY,14782,"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
60401,CHAUTAUQUA,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,24,15.50%,45,29%,69,44.50%,MIDDLE/HIGH,SCHOOL DISTRICT,5935 RT 60,SINCLAIRVILLE,NY,14782,"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
60701,CHAUTAUQUA,CLYMER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,25,16.30%,27,17.60%,52,34%,DISTRICT TOTAL,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
60701,CHAUTAUQUA,CLYMER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,12,14%,13,15.10%,25,29.10%,ELEMENTARY,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
60701,CHAUTAUQUA,CLYMER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,8,12.70%,14,22.20%,22,34.90%,MIDDLE/HIGH,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
60800,CHAUTAUQUA,DUNKIRK CITY SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,106,17.10%,161,26%,267,43.10%,DISTRICT TOTAL,SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
60800,CHAUTAUQUA,DUNKIRK CITY SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,56,16.20%,82,23.70%,138,39.90%,ELEMENTARY,SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
60800,CHAUTAUQUA,DUNKIRK CITY SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,50,18.90%,79,29.80%,129,48.70%,MIDDLE/HIGH,SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
61501,CHAUTAUQUA,SILVER CREEK CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,55,15%,69,18.80%,124,33.80%,DISTRICT TOTAL,SCHOOL DISTRICT,1 DICKINSON ST,SILVER CREEK,NY,14136,"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
61501,CHAUTAUQUA,SILVER CREEK CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,37,14.50%,43,16.80%,80,31.30%,ELEMENTARY,SCHOOL DISTRICT,1 DICKINSON ST,SILVER CREEK,NY,14136,"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
61501,CHAUTAUQUA,SILVER CREEK CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,18,16.20%,26,23.40%,44,39.60%,MIDDLE/HIGH,SCHOOL DISTRICT,1 DICKINSON ST,SILVER CREEK,NY,14136,"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
61601,CHAUTAUQUA,PANAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,35,16.80%,45,21.60%,80,38.50%,DISTRICT TOTAL,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
61601,CHAUTAUQUA,PANAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,18,16.70%,27,25%,45,41.70%,ELEMENTARY,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
61601,CHAUTAUQUA,PANAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,17,18.30%,18,19.40%,35,37.60%,MIDDLE/HIGH,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
62301,CHAUTAUQUA,BROCTON CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,31,13.70%,40,17.60%,71,31.30%,DISTRICT TOTAL,SCHOOL DISTRICT,138 W MAIN ST,BROCTON,NY,14716,"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
62301,CHAUTAUQUA,BROCTON CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,16,10.70%,27,18.10%,43,28.90%,ELEMENTARY,SCHOOL DISTRICT,138 W MAIN ST,BROCTON,NY,14716,"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
62301,CHAUTAUQUA,BROCTON CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,15,19.20%,13,16.70%,28,35.90%,MIDDLE/HIGH,SCHOOL DISTRICT,138 W MAIN ST,BROCTON,NY,14716,"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
62601,CHAUTAUQUA,SHERMAN CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,33,18.10%,30,16.50%,63,34.60%,DISTRICT TOTAL,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
62601,CHAUTAUQUA,SHERMAN CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,19,19.40%,11,11.20%,30,30.60%,ELEMENTARY,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
62601,CHAUTAUQUA,SHERMAN CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,11,13.60%,19,23.50%,30,37%,MIDDLE/HIGH,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
62901,CHAUTAUQUA,WESTFIELD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,40,14.40%,53,19.10%,93,33.50%,DISTRICT TOTAL,SCHOOL DISTRICT,203 E MAIN ST,WESTFIELD,NY,14787,"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
62901,CHAUTAUQUA,WESTFIELD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,23,16.50%,23,16.50%,46,33.10%,ELEMENTARY,SCHOOL DISTRICT,203 E MAIN ST,WESTFIELD,NY,14787,"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
62901,CHAUTAUQUA,WESTFIELD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,17,14%,18,14.90%,35,28.90%,MIDDLE/HIGH,SCHOOL DISTRICT,203 E MAIN ST,WESTFIELD,NY,14787,"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
70600,CHEMUNG,ELMIRA CITY SCHOOL DISTRICT,FINGER LAKES,2012-2013,306,16.80%,359,19.70%,665,36.50%,DISTRICT TOTAL,SCHOOL DISTRICT,951 HOFFMAN ST,ELMIRA,NY,14905,"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
70600,CHEMUNG,ELMIRA CITY SCHOOL DISTRICT,FINGER LAKES,2012-2013,203,15.70%,263,20.30%,466,35.90%,ELEMENTARY,SCHOOL DISTRICT,951 HOFFMAN ST,ELMIRA,NY,14905,"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
70600,CHEMUNG,ELMIRA CITY SCHOOL DISTRICT,FINGER LAKES,2012-2013,103,19.70%,96,18.40%,199,38%,MIDDLE/HIGH,SCHOOL DISTRICT,951 HOFFMAN ST,ELMIRA,NY,14905,"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
80601,CHENANGO,GREENE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,66,20%,53,16.10%,119,36.10%,DISTRICT TOTAL,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
80601,CHENANGO,GREENE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,36,18.80%,29,15.20%,65,34%,ELEMENTARY,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
80601,CHENANGO,GREENE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,30,21.60%,24,17.30%,54,38.80%,MIDDLE/HIGH,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
81003,CHENANGO,UNADILLA VALLEY CENTRAL SCHOOLS,NEW YORK - PENN,2012-2013,42,18.70%,68,30.20%,110,48.90%,DISTRICT TOTAL,SCHOOL DISTRICT,4238 STATE HWY 8,NEW BERLIN,NY,13411,"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
81003,CHENANGO,UNADILLA VALLEY CENTRAL SCHOOLS,NEW YORK - PENN,2012-2013,33,22.80%,37,25.50%,70,48.30%,ELEMENTARY,SCHOOL DISTRICT,4238 STATE HWY 8,NEW BERLIN,NY,13411,"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
81003,CHENANGO,UNADILLA VALLEY CENTRAL SCHOOLS,NEW YORK - PENN,2012-2013,8,10.10%,31,39.20%,39,49.40%,MIDDLE/HIGH,SCHOOL DISTRICT,4238 STATE HWY 8,NEW BERLIN,NY,13411,"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
81200,CHENANGO,NORWICH CITY SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,145,19.60%,147,19.80%,292,39.40%,DISTRICT TOTAL,SCHOOL DISTRICT,89 MIDLAND DR,NORWICH,NY,13815,"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
81200,CHENANGO,NORWICH CITY SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,90,19.50%,87,18.80%,177,38.30%,ELEMENTARY,SCHOOL DISTRICT,89 MIDLAND DR,NORWICH,NY,13815,"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
81200,CHENANGO,NORWICH CITY SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,55,19.70%,60,21.50%,115,41.20%,MIDDLE/HIGH,SCHOOL DISTRICT,89 MIDLAND DR,NORWICH,NY,13815,"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
81401,CHENANGO,GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,14,14.60%,22,22.90%,36,37.50%,DISTRICT TOTAL,SCHOOL DISTRICT,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
81401,CHENANGO,GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,,,,,,,ELEMENTARY,SCHOOL DISTRICT,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
81401,CHENANGO,GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,12,18.80%,15,23.40%,27,42.20%,MIDDLE/HIGH,SCHOOL DISTRICT,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
90201,CLINTON,AUSABLE VALLEY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,46,15.10%,97,31.90%,143,47%,DISTRICT TOTAL,SCHOOL DISTRICT,1273 RT 9N,CLINTONVILLE,NY,12924,"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
90201,CLINTON,AUSABLE VALLEY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,21,13.50%,47,30.30%,68,43.90%,ELEMENTARY,SCHOOL DISTRICT,1273 RT 9N,CLINTONVILLE,NY,12924,"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
90201,CLINTON,AUSABLE VALLEY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,25,16.70%,51,34%,76,50.70%,MIDDLE/HIGH,SCHOOL DISTRICT,1273 RT 9N,CLINTONVILLE,NY,12924,"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
90301,CLINTON,BEEKMANTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,112,17.80%,130,20.60%,242,38.40%,DISTRICT TOTAL,SCHOOL DISTRICT,37 EAGLE WAY,WEST CHAZY,NY,12992,"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
90301,CLINTON,BEEKMANTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,70,18.20%,71,18.40%,141,36.60%,ELEMENTARY,SCHOOL DISTRICT,37 EAGLE WAY,WEST CHAZY,NY,12992,"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
90301,CLINTON,BEEKMANTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,42,17.40%,59,24.40%,101,41.70%,MIDDLE/HIGH,SCHOOL DISTRICT,37 EAGLE WAY,WEST CHAZY,NY,12992,"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
90901,CLINTON,NORTHERN ADIRONDACK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,39,17.30%,47,20.80%,86,38.10%,DISTRICT TOTAL,SCHOOL DISTRICT,5572 RT 11,ELLENBURG DEPOT,NY,12935,"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
90901,CLINTON,NORTHERN ADIRONDACK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,27,16.50%,36,22%,63,38.40%,ELEMENTARY,SCHOOL DISTRICT,5572 RT 11,ELLENBURG DEPOT,NY,12935,"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
90901,CLINTON,NORTHERN ADIRONDACK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,12,19.70%,11,18%,23,37.70%,MIDDLE/HIGH,SCHOOL DISTRICT,5572 RT 11,ELLENBURG DEPOT,NY,12935,"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
91101,CLINTON,PERU CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,73,18.30%,60,15%,133,33.30%,DISTRICT TOTAL,SCHOOL DISTRICT,17 SCHOOL ST,PERU,NY,12972,"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
91101,CLINTON,PERU CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,58,18.90%,53,17.30%,111,36.20%,ELEMENTARY,SCHOOL DISTRICT,17 SCHOOL ST,PERU,NY,12972,"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
91101,CLINTON,PERU CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,15,18.30%,,,15,18.30%,MIDDLE/HIGH,SCHOOL DISTRICT,17 SCHOOL ST,PERU,NY,12972,"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,68,17.60%,57,14.80%,125,32.40%,DISTRICT TOTAL,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,45,18%,33,13.20%,78,31.20%,ELEMENTARY,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,23,18%,24,18.80%,47,36.70%,MIDDLE/HIGH,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
101601,COLUMBIA,NEW LEBANON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,34,30.10%,22,19.50%,56,49.60%,DISTRICT TOTAL,SCHOOL DISTRICT,14665 RT 22,NEW LEBANON,NY,12125,"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
101601,COLUMBIA,NEW LEBANON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,5,8.20%,9,14.80%,14,23%,ELEMENTARY,SCHOOL DISTRICT,14665 RT 22,NEW LEBANON,NY,12125,"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
101601,COLUMBIA,NEW LEBANON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,6,11.50%,13,25%,19,36.50%,MIDDLE/HIGH,SCHOOL DISTRICT,14665 RT 22,NEW LEBANON,NY,12125,"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
110101,CORTLAND,CINCINNATUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,25,17.40%,33,22.90%,58,40.30%,DISTRICT TOTAL,SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110101,CORTLAND,CINCINNATUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,17,18.90%,19,21.10%,36,40%,ELEMENTARY,SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110101,CORTLAND,CINCINNATUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,,,14,35.90%,14,35.90%,MIDDLE/HIGH,SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,129,18.20%,138,19.50%,267,37.70%,DISTRICT TOTAL,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,85,20.90%,73,17.90%,158,38.80%,ELEMENTARY,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,44,14.90%,65,22%,109,36.90%,MIDDLE/HIGH,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110901,CORTLAND,MARATHON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,34,15.70%,50,23.10%,84,38.90%,DISTRICT TOTAL,SCHOOL DISTRICT,1 E MAIN ST,MARATHON,NY,13803,"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
110901,CORTLAND,MARATHON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,24,20.20%,23,19.30%,47,39.50%,ELEMENTARY,SCHOOL DISTRICT,1 E MAIN ST,MARATHON,NY,13803,"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
110901,CORTLAND,MARATHON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,10,10.30%,27,27.80%,37,38.10%,MIDDLE/HIGH,SCHOOL DISTRICT,1 E MAIN ST,MARATHON,NY,13803,"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
120301,DELAWARE,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,16,18.80%,18,21.20%,34,40%,DISTRICT TOTAL,SCHOOL DISTRICT,14784 STATE HWY 30,DOWNSVILLE,NY,13755,"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120301,DELAWARE,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,12,21.40%,10,17.90%,22,39.30%,ELEMENTARY,SCHOOL DISTRICT,14784 STATE HWY 30,DOWNSVILLE,NY,13755,"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120301,DELAWARE,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,14784 STATE HWY 30,DOWNSVILLE,NY,13755,"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120906,DELAWARE,HANCOCK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,21,18.30%,35,30.40%,56,48.70%,DISTRICT TOTAL,SCHOOL DISTRICT,67 EDUCATION LN,HANCOCK,NY,13783,"67 EDUCATION LN
HANCOCK, NY 13783
(41.956633501000454, -75.28131795699966)"
120906,DELAWARE,HANCOCK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,8,14.80%,16,29.60%,24,44.40%,ELEMENTARY,SCHOOL DISTRICT,67 EDUCATION LN,HANCOCK,NY,13783,"67 EDUCATION LN
HANCOCK, NY 13783
(41.956633501000454, -75.28131795699966)"
120906,DELAWARE,HANCOCK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,6,12.50%,19,39.60%,25,52.10%,MIDDLE/HIGH,SCHOOL DISTRICT,67 EDUCATION LN,HANCOCK,NY,13783,"67 EDUCATION LN
HANCOCK, NY 13783
(41.956633501000454, -75.28131795699966)"
121502,DELAWARE,ROXBURY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,25,18.40%,32,23.50%,57,41.90%,DISTRICT TOTAL,SCHOOL DISTRICT,53729 NYS RT 30,ROXBURY,NY,12474,"53729 NYS RT 30
ROXBURY, NY 12474
(42.28414855700049, -74.57896607599963)"
121502,DELAWARE,ROXBURY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,19,19.40%,26,26.50%,45,45.90%,ELEMENTARY,SCHOOL DISTRICT,53729 NYS RT 30,ROXBURY,NY,12474,"53729 NYS RT 30
ROXBURY, NY 12474
(42.28414855700049, -74.57896607599963)"
121502,DELAWARE,ROXBURY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,6,15.80%,6,15.80%,12,31.60%,MIDDLE/HIGH,SCHOOL DISTRICT,53729 NYS RT 30,ROXBURY,NY,12474,"53729 NYS RT 30
ROXBURY, NY 12474
(42.28414855700049, -74.57896607599963)"
121701,DELAWARE,STAMFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,18,12.10%,34,22.80%,52,34.90%,DISTRICT TOTAL,SCHOOL DISTRICT,1 RIVER ST,STAMFORD,NY,12167,"1 RIVER ST
STAMFORD, NY 12167
(42.41074390200049, -74.62059723299967)"
121701,DELAWARE,STAMFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,10,11.60%,14,16.30%,24,27.90%,ELEMENTARY,SCHOOL DISTRICT,1 RIVER ST,STAMFORD,NY,12167,"1 RIVER ST
STAMFORD, NY 12167
(42.41074390200049, -74.62059723299967)"
